contig	logFC.constDiff	AveExpr.constDiff	adj.P.Val.constDiff	logFC.woundResp_Q903	AveExpr.woundResp_Q903	adj.P.Val.woundResp_Q903	logFC.woundResp_H898	AveExpr.woundResp_H898	adj.P.Val.woundResp_H898	logFC.weevilInd_Q903	AveExpr.weevilInd_Q903	adj.P.Val.weevilInd_Q903	logFC.weevilInd_H898	AveExpr.weevilInd_H898	adj.P.Val.weevilInd_H898	logFC.weevilCtrl_Q903	AveExpr.weevilCtrl_Q903	adj.P.Val.weevilCtrl_Q903	logFC.weevilCtrl_H898	AveExpr.weevilCtrl_H898	adj.P.Val.weevilCtrl_H898	annot
WPW_Inoculation_Trinity_C500_comp298746_c0_seq2	-7.06610588758423	-4.35005245763789	1.34474614419993e-07	0.187750609328424	-4.35005245763789	0.998339447065197	0.0179256692612247	-4.35005245763789	0.999990132972448	-4.17467685597913	-4.35005245763789	4.0419435682754e-05	0.26724687285083	-4.35005245763789	0.998404861315239	-3.98692624665071	-4.35005245763789	0.000212038433442781	0.285172542112054	-4.35005245763789	0.989016281339018	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein [Theobroma cacao] Thiamin diphosphate-binding fold (THDP-binding) superfamily protein [Theobroma cacao] ; hypothetical protein CICLE_v10000963mg [Citrus clementina] PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial-like [Citrus sinensis] hypothetical protein CICLE_v10000963mg [Citrus clementina] ; PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial-like [Glycine max] ; PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial isoform X2 [Phoenix dactylifera] ; PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial-like [Setaria italica] ; uncharacterized protein LOC100191513 [Zea mays] unknown [Zea mays] unknown [Zea mays] unknown [Zea mays] unknown [Zea mays] hypothetical protein ZEAMMB73_816012 [Zea mays] ; PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial isoform X1 [Phoenix dactylifera] PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial isoform X1 [Phoenix dactylifera] PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial isoform X1 [Phoenix dactylifera] PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial isoform X1 [Phoenix dactylifera] PREDICTED: 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial isoform X1 [Phoenix dactylifera] ; hypothetical protein OsI_37710 [Oryza sativa Indica Group] ; unknown [Zea mays] ; hypothetical protein PHAVU_009G132900g [Phaseolus vulgaris] hypothetical protein PHAVU_009G132900g [Phaseolus vulgaris]
WPW_Inoculation_Trinity_C500_comp305044_c0_seq1	-11.0153661704122	-2.26984847288206	6.68350065569839e-07	0.314786076151748	-2.26984847288206	0.932154249127738	0.793400818318899	-2.26984847288206	0.999990132972448	-5.45767292516214	-2.26984847288206	4.06109686070892e-05	0.226130599298273	-2.26984847288206	0.998404861315239	-5.1428868490104	-2.26984847288206	0.000220612228532965	1.01953141761717	-2.26984847288206	0.945764039065714	MFT2-like protein [Picea abies] ; MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] ; MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] ; MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] ; MFT2-like protein, partial [Picea abies] ; MFT2-like protein, partial [Picea abies] ; MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] MFT2-like protein, partial [Picea abies] ; MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] MFT-like protein [Picea schrenkiana] ; MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea purpurea] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] MFT-like protein [Picea wilsonii] ; MFT2-like protein, partial [Picea abies]
WPW_Inoculation_Trinity_C500_comp305557_c0_seq1	2.38934203035717	-0.213484371688213	0.00471345959230886	0.745046236380399	-0.213484371688213	0.928814187921281	0.427278609264946	-0.213484371688213	0.999990132972448	2.68249891232716	-0.213484371688213	0.00400016835461664	0.273059777141003	-0.213484371688213	0.998404861315239	3.42754514870755	-0.213484371688213	0.000253105946947136	0.70033838640595	-0.213484371688213	0.801106494385637	PREDICTED: potassium channel AKT1-like isoform X2 [Cicer arietinum] ; PREDICTED: potassium channel AKT1-like isoform X1 [Cicer arietinum] ; PREDICTED: potassium channel AKT1-like [Malus domestica] ; Potassium channel AKT1, putative [Ricinus communis] Potassium channel AKT1, putative [Ricinus communis] ; PREDICTED: potassium channel AKT1-like [Malus domestica] ; shaker-like potassium channel 1 [Populus euphratica] ; PREDICTED: potassium channel AKT1 isoform X1 [Cucumis melo] ; Potassium channel AKT1 [Morus notabilis] ; hypothetical protein PRUPE_ppa001241mg [Prunus persica] hypothetical protein PRUPE_ppa001241mg [Prunus persica] ; unnamed protein product [Coffea canephora]
WPW_Inoculation_Trinity_C500_comp306734_c0_seq2	-7.57180054047729	-4.52225045707578	5.4531326036767e-08	-0.759097525706451	-4.52225045707578	0.740909723642385	0.0179256692612195	-4.52225045707578	0.999990132972448	-4.95042339775732	-4.52225045707578	1.58487508985619e-05	0.26724687285083	-4.52225045707578	0.998404861315239	-5.70952092346377	-4.52225045707578	1.63425761804564e-05	0.285172542112049	-4.52225045707578	0.98919060058792	NA
WPW_Inoculation_Trinity_C500_comp313132_c0_seq1	-2.40945145749647	-0.753790389495842	0.000272253902902294	0.275969639838352	-0.753790389495842	0.956117006184847	0.587524146028745	-0.753790389495842	0.999990132972448	-4.43407981062558	-0.753790389495842	7.06949177589062e-06	-0.933711970491761	-0.753790389495842	0.862731408737634	-4.15811017078723	-0.753790389495842	4.7215727602627e-05	-0.346187824463015	-0.753790389495842	0.960368254799632	NA
WPW_Inoculation_Trinity_C500_comp315676_c0_seq1	-6.69575125131197	-1.35567699154721	1.17209849944746e-05	0.421642159713627	-1.35567699154721	0.880437900753332	0.323561833087568	-1.35567699154721	0.999990132972448	-4.37247815485444	-1.35567699154721	9.86882031585082e-05	-0.107434077232257	-1.35567699154721	0.998404861315239	-3.95083599514081	-1.35567699154721	0.00078780970344758	0.216127755855311	-1.35567699154721	0.989663119874697	NA
WPW_Inoculation_Trinity_C500_comp315676_c0_seq2	-8.11502193450493	0.186123473898842	0.000165404114105567	0.18712958431787	0.186123473898842	0.998339447065197	-0.446494641677353	0.186123473898842	0.999990132972448	-3.91060320058917	0.186123473898842	6.7783532082476e-05	-0.0158217874563977	0.186123473898842	0.999962670056984	-3.7234736162713	0.186123473898842	0.000369397170999248	-0.46231642913375	0.186123473898842	0.989663119874697	NA
WPW_Inoculation_Trinity_C500_comp316533_c0_seq1	-9.02025760537803	-1.87053224723725	8.09665914479924e-07	0.453884065433667	-1.87053224723725	0.831415481299356	0.168601788411653	-1.87053224723725	0.999990132972448	-3.04392409299064	-1.87053224723725	9.0941035020109e-05	1.97267227850806	-1.87053224723725	0.88470264363539	-2.59004002755697	-1.87053224723725	0.00117521531122081	2.14127406691972	-1.87053224723725	0.69123293815778	unknown [Picea sitchensis]
WPW_Inoculation_Trinity_C500_comp317347_c0_seq1	-5.73064514650707	-4.43326927379185	0.00194253376710006	1.38287342115715	-4.43326927379185	0.781961669188862	0.776545030139316	-4.43326927379185	0.999990132972448	-3.94296280207199	-4.43326927379185	0.00810422759802525	-0.491372488027266	-4.43326927379185	0.998404861315239	-2.56008938091484	-4.43326927379185	0.111127971845134	0.285172542112051	-4.43326927379185	0.989663119874697	NA
WPW_Inoculation_Trinity_C500_comp320986_c0_seq2	-7.65072708715976	-4.38332598578693	1.17984877395959e-09	-0.902134233081956	-4.38332598578693	0.567488350102715	0.0179256692612165	-4.38332598578693	0.999990132972448	-3.98245413936921	-4.38332598578693	7.16564187098274e-06	0.267246872850827	-4.38332598578693	0.998404861315239	-4.88458837245117	-4.38332598578693	3.58756843169244e-06	0.285172542112043	-4.38332598578693	0.982283442880247	NA
WPW_Inoculation_Trinity_C500_comp323916_c0_seq1	2.30183979237762	0.816461742382098	9.31724366159084e-05	0.6048409588828	0.816461742382098	0.85500613647957	-0.0343420766844814	0.816461742382098	0.999990132972448	-2.16886702616671	0.816461742382098	0.00687596258116751	-0.0908048471882499	0.816461742382098	0.998404861315239	-1.56402606728391	0.816461742382098	0.0700487373945365	-0.125146923872731	0.816461742382098	0.989663119874697	PREDICTED: uncharacterized protein LOC101292601 [Fragaria vesca subsp. vesca] ; PREDICTED: CAP-Gly domain-containing linker protein 1 [Prunus mume] ; unnamed protein product [Coffea canephora] ; PREDICTED: myosin-1-like isoform X1 [Citrus sinensis] ; PREDICTED: uncharacterized protein LOC100247533 [Vitis vinifera] unnamed protein product [Vitis vinifera] ; hypothetical protein PRUPE_ppa015630mg [Prunus persica] hypothetical protein PRUPE_ppa015630mg [Prunus persica] ; hypothetical protein JCGZ_05861 [Jatropha curcas] ; PREDICTED: structural maintenance of chromosomes protein 3-like [Setaria italica] ; PREDICTED: CAP-Gly domain-containing linker protein 1 [Malus domestica] ; PREDICTED: uncharacterized protein LOC100834001 [Brachypodium distachyon]
WPW_Inoculation_Trinity_C500_comp325590_c0_seq1	-6.16460847492596	-3.49031514423096	3.61036999394881e-07	-0.467592772415923	-3.49031514423096	0.872272448477236	-0.910673201318739	-3.49031514423096	0.999990132972448	-2.80878139429568	-3.49031514423096	0.000402671055715072	0.0211106150718763	-3.49031514423096	0.999004929528879	-3.27637416671161	-3.49031514423096	0.000342893780570364	-0.889562586246862	-3.49031514423096	0.862641707059582	NA
WPW_Inoculation_Trinity_C500_comp327868_c0_seq1	-3.84243318110616	-0.0239725731291183	2.38573603492482e-05	-0.623972083416794	-0.0239725731291183	0.716551094623562	-0.32452681748376	-0.0239725731291183	0.999990132972448	-4.53326377637686	-0.0239725731291183	0.000106834675130005	-0.212238278827587	-0.0239725731291183	0.998404861315239	-5.15723585979365	-0.0239725731291183	0.000116590131305055	-0.536765096311346	-0.0239725731291183	0.951680518174169	unknown [Picea sitchensis] unknown [Picea sitchensis] ; unknown [Picea sitchensis] ; unknown [Picea sitchensis] ; hypothetical protein UMN_4898_01, partial [Pinus radiata] hypothetical protein UMN_4898_01, partial [Pinus taeda] ; hypothetical protein PRUPE_ppa013273mg [Prunus persica] hypothetical protein PRUPE_ppa013273mg [Prunus persica] ; PREDICTED: inositol-pentakisphosphate 2-kinase-like isoform X2 [Malus domestica] ; unknown [Picea sitchensis] ; PREDICTED: uncharacterized protein LOC100247478 [Vitis vinifera] ; PREDICTED: putative late blight resistance protein homolog R1B-19 [Malus domestica] ; PREDICTED: FK506-binding protein 4-like [Prunus mume]
WPW_Inoculation_Trinity_C500_comp327868_c0_seq2	-6.03560109031592	-4.19220948810842	0.000492244400855491	0.169630766836433	-4.19220948810842	0.998339447065197	2.08159347805289	-4.19220948810842	0.999990132972448	-6.37359511326869	-4.19220948810842	0.000159699401250399	-2.64126226902465	-4.19220948810842	0.805153187306481	-6.20396434643226	-4.19220948810842	0.000659712228114951	-0.559668790971764	-4.19220948810842	0.985783928968383	unknown [Picea sitchensis] unknown [Picea sitchensis] ; unknown [Picea sitchensis] unknown [Picea sitchensis] ; unknown [Picea sitchensis] ; unknown [Picea sitchensis]
WPW_Inoculation_Trinity_C500_comp333975_c0_seq1	-2.46940643659285	2.58489267310004	9.08825877586013e-05	0.65191173917143	2.58489267310004	0.670872786559459	-1.60799378463618	2.58489267310004	0.999990132972448	-2.88358867782382	2.58489267310004	3.00839892831353e-05	2.36155158745194	2.58489267310004	0.213092014412696	-2.23167693865239	2.58489267310004	0.000877879654533145	0.753557802815759	2.58489267310004	0.733578458794899	unknown [Picea sitchensis] ; unknown [Picea sitchensis] ; unknown [Picea sitchensis] ; unknown [Picea sitchensis] ; unknown [Picea sitchensis] unknown [Picea sitchensis]
WPW_Inoculation_Trinity_C500_comp335290_c0_seq1	2.1164145693514	2.08674672634257	0.00116124727081571	0.73033033670147	2.08674672634257	0.835309632270662	-0.049033480977003	2.08674672634257	0.999990132972448	-2.647669224327	2.08674672634257	0.00920700554932295	-0.579925570871092	2.08674672634257	0.980888682497854	-1.91733888762553	2.08674672634257	0.0867633126305182	-0.628959051848095	2.08674672634257	0.895300614497341	NA
WPW_Inoculation_Trinity_C500_comp336468_c0_seq1	-9.08802575419035	-3.174278959305	2.30247302733016e-08	-0.314476611393777	-3.174278959305	0.941418619473303	0.0179256692612184	-3.174278959305	0.999990132972448	-2.29774622140751	-3.174278959305	0.000854145297504075	0.26724687285083	-3.174278959305	0.998404861315239	-2.61222283280129	-3.174278959305	0.000917229140006646	0.285172542112048	-3.174278959305	0.989663119874697	NA
